VI ; Live Tournaments Last 6 Months ; 83 ; Vintage Quarantine Bonanza ; 25592 ; Sat May 02 2020
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488735) ; 6354 ; Wed Dec 25 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488693) ; 6350 ; Tue Dec 24 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488687) ; 6335 ; Mon Dec 23 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488629) ; 6322 ; Sun Dec 22 2013
MO ; All 2013 Decks ; 77 ; Topdeck P.S.E. Modern ; 6329 ; Sun Dec 22 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488619) ; 6321 ; Sat Dec 21 2013
MO ; All 2013 Decks ; 77 ; MTGO Modern Daily (#6488563) ; 6320 ; Fri Dec 20 2013
LE ; Live Tournaments Last 2 Months ; 72 ; Weekly game @ Tongmeng (Shanghai, China) ; 25683 ; Tue May 05 2020
LE ; Live Tournaments Last 2 Months ; 72 ; 2� Legacy na Quarentena @ Brasil ; 25665 ; Sun May 03 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Fraido di Notte by Wooded Team ; 25473 ; Fri Apr 24 2020
LE ; Live Tournaments Last 2 Months ; 72 ; COVID Biquette LE6 @ OnLine ; 25462 ; Tue Apr 21 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Cenagiardino 4 Tappa #2 Online ; 25471 ; Mon Apr 20 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Torneo Di Pasquale by Wooded Team ; 25249 ; Mon Apr 13 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Weekly @ Shanghai Tongmeng ; 25246 ; Sat Apr 11 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Weekend Event @ Mithril (Hong Kong) ; 25070 ; Sat Mar 28 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Legacy Tournament @ Mithril (Hong Kong) ; 25063 ; Wed Mar 25 2020
LE ; Live Tournaments Last 2 Months ; 72 ; Weekly Legacy @ Basic Land (Hong Kong) ; 25013 ; Sat Mar 21 2020
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14397 ; Fri Dec 30 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14355 ; Thu Dec 29 2016
MO ; All 2016 Decks ; 118 ; GPT San Jose @ RAXX Hobbies Marikina ; 14341 ; Wed Dec 28 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14350 ; Wed Dec 28 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14335 ; Mon Dec 26 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14331 ; Sun Dec 25 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14324 ; Thu Dec 22 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14317 ; Wed Dec 21 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14308 ; Mon Dec 19 2016
MO ; All 2016 Decks ; 118 ; MTGO Competitive Modern Constructed League ; 14291 ; Sun Dec 18 2016
ST ; History - All Pro Tour ; 91 ; Mythic Championship VII Long Beach ; 23942 ; Fri Dec 06 2019
ST ; History - All Pro Tour ; 91 ; Mythic Championship VI Richmond ; 23628 ; Fri Nov 08 2019
ST ; History - All Pro Tour ; 91 ; Mythic Championship VII Qualifier Weekend ; 23525 ; Sun Oct 27 2019
ST ; History - All Pro Tour ; 91 ; Mythic Championship V ; 23371 ; Fri Oct 18 2019
ST ; History - All Pro Tour ; 91 ; Mythic Championship III Las Vegas ; 22299 ; Wed Jun 19 2019
ST ; History - All Pro Tour ; 91 ; Pro Tour Cleveland (Mythic Championship I) ; 21169 ; Fri Feb 22 2019
ST ; History - All Pro Tour ; 91 ; Pro Tour Guilds of Ravnica (Atlanta) ; 20483 ; Fri Nov 09 2018
ST ; History - All Pro Tour ; 91 ; Standard - Pro Tour 25th (Minneapolis) ; 19773 ; Fri Aug 03 2018
ST ; History - All Pro Tour ; 91 ; Pro Tour Dominaria (Richmond) ; 19359 ; Fri Jun 01 2018
ST ; History - All Pro Tour ; 91 ; Pro Tour Ixalan (Albuquerque) ; 17385 ; Sat Nov 04 2017
MO ; All 2019 Decks ; 183 ; Win two DCI Swords Rumble @ Hareruya (Japan) ; 24169 ; Mon Dec 30 2019
MO ; All 2019 Decks ; 183 ; 3rd Anniversary - Full power Team Event @ Hareruya (Osaka, Japan) ; 24247 ; Mon Dec 30 2019
MO ; All 2019 Decks ; 183 ; MTGO Modern MOCS ; 24175 ; Sun Dec 29 2019
MO ; All 2019 Decks ; 183 ; North Eternal Open @ Hareruya (Sapporo, Japan) ; 24179 ; Sun Dec 29 2019
MO ; All 2019 Decks ; 183 ; Star City Games IQ @ Brooklyn ; 24224 ; Sun Dec 29 2019
MO ; All 2019 Decks ; 183 ; Star City Games IQ @ Pittston ; 24229 ; Sun Dec 29 2019
MO ; All 2019 Decks ; 183 ; KSVZ Championship 2019 @ KSV Zurich ; 24232 ; Sun Dec 29 2019
MO ; All 2019 Decks ; 183 ; Star City Games IQ @ Frankenmuth ; 24158 ; Sat Dec 28 2019
MO ; All 2019 Decks ; 183 ; Star City Games IQ @ Roanoke ; 24159 ; Sat Dec 28 2019
MO ; All 2019 Decks ; 183 ; MTGO Modern MOCS #12052869 ; 24202 ; Sat Dec 28 2019
MO ; All 2014 Decks ; 79 ; MTGO Modern Daily (#7816001) ; 8853 ; Tue Dec 30 2014
MO ; All 2014 Decks ; 79 ; MTGO Modern Daily (#7815980) ; 8823 ; Mon Dec 29 2014
MO ; All 2014 Decks ; 79 ; MTGO Modern Daily (#7815937) ; 8818 ; Sun Dec 28 2014
MO ; All 2014 Decks ; 79 ; PPTQ Magic Store (Forli, Italy) ; 8874 ; Sun Dec 28 2014
MO ; All 2014 Decks ; 79 ; Evomodern 2014 ; 8878 ; Sun Dec 28 2014
MO ; All 2014 Decks ; 79 ; Happymtg.com Modern Cup ; 8915 ; Sun Dec 28 2014
MO ; All 2014 Decks ; 79 ; PPTQ @ Games Academy (Pisa, Italy) ; 8921 ; Sun Dec 28 2014
MO ; All 2014 Decks ; 79 ; Hareruya Modan-hai (27/12/14) ; 8842 ; Sat Dec 27 2014
MO ; All 2014 Decks ; 79 ; MTGO Modern Daily (#7815857) ; 8811 ; Fri Dec 26 2014
MO ; All 2014 Decks ; 79 ; MTGO Modern Daily (#7815834) ; 8807 ; Thu Dec 25 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7816014) ; 8829 ; Tue Dec 30 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815974) ; 8817 ; Mon Dec 29 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815938) ; 8816 ; Sun Dec 28 2014
LE ; All 2014 decks ; 81 ; MTGTA Year-end Legacy Tournament (Guangzhou, China) ; 8862 ; Sun Dec 28 2014
LE ; All 2014 decks ; 81 ; Hareruya regashī-hai ; 8840 ; Sat Dec 27 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815848) ; 8810 ; Fri Dec 26 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815840) ; 8802 ; Thu Dec 25 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815812) ; 8801 ; Wed Dec 24 2014
LE ; All 2014 decks ; 81 ; MTGO Legacy Daily (#7815792) ; 8799 ; Tue Dec 23 2014
LE ; All 2014 decks ; 81 ; Known Magician's Clan - Invitational 4th ; 8839 ; Tue Dec 23 2014
LE ; All 2012 decks ; 6 ; End of the Year - Hanau ; 4112 ; Sat Dec 29 2012
LE ; All 2012 decks ; 6 ; Liga de Levante de Legacy 1x03 ; 4097 ; Sun Dec 23 2012
LE ; All 2012 decks ; 6 ; Ferrara - MMT#1 ; 4098 ; Sun Dec 23 2012
LE ; All 2012 decks ; 6 ; Starcitygames Open Series: Los Angeles ; 3956 ; Sun Dec 16 2012
LE ; All 2012 decks ; 6 ; Starcitygames Invitational: Los Angeles ; 3957 ; Sun Dec 16 2012
LE ; All 2012 decks ; 6 ; Starcitygames Open Series: Las Vegas ; 3941 ; Sun Dec 09 2012
LE ; All 2012 decks ; 6 ; Starcitygames Open Series: Baltimore ; 3879 ; Sun Dec 02 2012
LE ; All 2012 decks ; 6 ; Starcitygames Open Series: Seattle ; 3826 ; Sun Nov 18 2012
LE ; All 2012 decks ; 6 ; LWL#0 - Savona ; 3874 ; Sun Nov 18 2012
LE ; All 2012 decks ; 6 ; LCL 2012 Noviembre ; 3875 ; Sat Nov 17 2012
MO ; All 2017 Decks ; 142 ; December Titanium Challenge ; 18008 ; Sat Dec 30 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 18010 ; Sat Dec 30 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 18009 ; Fri Dec 29 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17986 ; Thu Dec 28 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17964 ; Wed Dec 27 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17985 ; Tue Dec 26 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17954 ; Mon Dec 25 2017
MO ; All 2017 Decks ; 142 ; MTGO Modern Challenge ; 17950 ; Sun Dec 24 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17938 ; Thu Dec 21 2017
MO ; All 2017 Decks ; 142 ; MTGO Competitive Modern League ; 17917 ; Wed Dec 20 2017
MO ; All 2015 Decks ; 101 ; MTGO Modern Daily ; 11205 ; Wed Dec 30 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Constructed League ; 11241 ; Wed Dec 30 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Daily ; 11200 ; Tue Dec 29 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Constructed League ; 11201 ; Tue Dec 29 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Daily ; 11198 ; Mon Dec 28 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Constructed League ; 11199 ; Mon Dec 28 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Daily ; 11189 ; Sun Dec 27 2015
MO ; All 2015 Decks ; 101 ; MTGO Modern Constructed League ; 11193 ; Sun Dec 27 2015
MO ; All 2015 Decks ; 101 ; FFH Holiday Series ; 11194 ; Sun Dec 27 2015
MO ; All 2015 Decks ; 101 ; Jahresendevent in Bottrop ; 11220 ; Sun Dec 27 2015
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Challenge ; 25543 ; Sun May 03 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25472 ; Wed Apr 29 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25355 ; Wed Apr 22 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Challenge ; 25233 ; Tue Apr 14 2020
LE ; Major Events decks (50+ players) ; 27 ; 1st KMC Online on Magic Online ; 25248 ; Sat Apr 11 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25158 ; Wed Apr 08 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25144 ; Tue Apr 07 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Challenge ; 25145 ; Tue Apr 07 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25119 ; Sat Apr 04 2020
LE ; Major Events decks (50+ players) ; 27 ; MTGO Legacy Preliminary ; 25018 ; Sat Mar 21 2020
LE ; All 2020 Decks ; 199 ; SSL1L - Discord @ Cockatrice ; 25612 ; Wed May 06 2020
LE ; All 2020 Decks ; 199 ; Weekly game @ Tongmeng (Shanghai, China) ; 25683 ; Tue May 05 2020
LE ; All 2020 Decks ; 199 ; MTGO Legacy Challenge ; 25543 ; Sun May 03 2020
LE ; All 2020 Decks ; 199 ; 2� Legacy na Quarentena @ Brasil ; 25665 ; Sun May 03 2020
LE ; All 2020 Decks ; 199 ; MTGO Legacy Preliminary ; 25472 ; Wed Apr 29 2020
LE ; All 2020 Decks ; 199 ; Fraido di Notte by Wooded Team ; 25473 ; Fri Apr 24 2020
LE ; All 2020 Decks ; 199 ; MTGO Legacy Preliminary ; 25355 ; Wed Apr 22 2020
LE ; All 2020 Decks ; 199 ; COVID Biquette LE6 @ OnLine ; 25462 ; Tue Apr 21 2020
LE ; All 2020 Decks ; 199 ; Cenagiardino 4 Tappa #2 Online ; 25471 ; Mon Apr 20 2020
LE ; All 2020 Decks ; 199 ; MTGO Legacy League ; 25298 ; Sat Apr 18 2020
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11204 ; Wed Dec 30 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11233 ; Tue Dec 29 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11197 ; Mon Dec 28 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11188 ; Sun Dec 27 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11175 ; Thu Dec 24 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily ; 11164 ; Wed Dec 23 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily (#9149510) ; 11160 ; Mon Dec 21 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily (#9149479) ; 11152 ; Sun Dec 20 2015
LE ; All 2015 decks ; 100 ; MTGO Legacy Daily (#9149447) ; 11146 ; Sat Dec 19 2015
LE ; All 2015 decks ; 100 ; MKM Series Madrid - Legacy Main Event ; 11158 ; Sat Dec 19 2015
LE ; All 2013 decks ; 80 ; The Last Sun 2013 ; 6531 ; Sun Dec 29 2013
LE ; All 2013 decks ; 80 ; Belgian Legacy Cup FINALS 2013 @ Outpost ; 6384 ; Sun Dec 22 2013
LE ; All 2013 decks ; 80 ; Starcitygames Invitational: Las Vegas ; 6290 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; Starcitygames Open Series: Las Vegas ; 6291 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; Olympus#1 - Raffa di Puegnago (BS) ; 6293 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; Magic in the Kitchen #7 @ Magdeburg ; 6304 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; T1,5T#4 - Scandicci (FI) ; 6312 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; Legacy Kaiserslautern ; 6339 ; Sun Dec 15 2013
LE ; All 2013 decks ; 80 ; LCL 2013 - Gran Final ; 6334 ; Sat Dec 14 2013
LE ; All 2013 decks ; 80 ; TOPdeck Moscow Legacy OPEN 2013 ; 6340 ; Sat Dec 14 2013
MO ; All 2011 Decks ; 78 ; FNM - Magic Time - Lugo(ra) ; 2401 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193270) ; 2408 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193277) ; 2409 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193284) ; 2410 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193293) ; 2411 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193307) ; 2412 ; Fri Dec 30 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193227) ; 2404 ; Thu Dec 29 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193235) ; 2405 ; Thu Dec 29 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193250) ; 2406 ; Thu Dec 29 2011
MO ; All 2011 Decks ; 78 ; MTGO Modern Daily (#3193257) ; 2407 ; Thu Dec 29 2011
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776285) ; 4087 ; Sun Dec 30 2012
MO ; All 2012 Decks ; 76 ; PTQ San Diego'13 (Hanau, Germany) ; 4095 ; Sun Dec 30 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776257) ; 4086 ; Sat Dec 29 2012
MO ; All 2012 Decks ; 76 ; The Ice Gathering V (GPT Londres) ; 4124 ; Sat Dec 29 2012
MO ; All 2012 Decks ; 76 ; PTQ San Diego'13 (Philadelphia, Pennsylvania) ; 4173 ; Sat Dec 29 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776206) ; 4081 ; Fri Dec 28 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776179) ; 4037 ; Thu Dec 27 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776125) ; 4016 ; Wed Dec 26 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776090) ; 3981 ; Tue Dec 25 2012
MO ; All 2012 Decks ; 76 ; MTGO Modern Daily (#4776090) ; 3982 ; Tue Dec 25 2012
ST ; History - All Worlds ; 97 ; World Championship XXVI Honolulu ; 24631 ; Wed Feb 12 2020
ST ; History - All Worlds ; 97 ; 2018 World Magic Cup ; 20758 ; Sun Dec 16 2018
ST ; History - All Worlds ; 97 ; Worlds 2018 (Las Vegas) ; 20145 ; Sun Sep 23 2018
ST ; History - All Worlds ; 97 ; 2017 World Magic Cup ; 17741 ; Sun Dec 03 2017
ST ; History - All Worlds ; 97 ; Worlds 2017 ; 17119 ; Sat Oct 07 2017
ST ; History - All Worlds ; 97 ; 2016 World Championship ; 13406 ; Fri Sep 02 2016
ST ; History - All Worlds ; 97 ; World Magic Cup 2015 ; 11093 ; Sun Dec 13 2015
ST ; History - All Worlds ; 97 ; 2015 World Championship ; 10387 ; Sun Aug 30 2015
ST ; History - All Worlds ; 97 ; 2014 World Magic Cup ; 8689 ; Sun Dec 07 2014
ST ; History - All Worlds ; 97 ; 2014 World Championship - Day 2 ; 8671 ; Wed Dec 03 2014
MO ; Last 2 Months ; 51 ; MTGO Modern Preliminary ; 25700 ; Fri May 15 2020
MO ; Last 2 Months ; 51 ; MTGO Modern League ; 25728 ; Fri May 15 2020
MO ; Last 2 Months ; 51 ; MTGO Modern Preliminary ; 25701 ; Thu May 14 2020
MO ; Last 2 Months ; 51 ; MTGO Modern League ; 25680 ; Tue May 12 2020
MO ; Last 2 Months ; 51 ; SSLQ1M - Qualifier @ Discord ; 25682 ; Tue May 12 2020
MO ; Last 2 Months ; 51 ; MTGO Modern Challenge ; 25668 ; Mon May 11 2020
MO ; Last 2 Months ; 51 ; MTGO Modern Challenge ; 25658 ; Sun May 10 2020
MO ; Last 2 Months ; 51 ; MTGO Modern Preliminary ; 25656 ; Sat May 09 2020
MO ; Last 2 Months ; 51 ; MTGO Modern League ; 25591 ; Tue May 05 2020
MO ; Last 2 Months ; 51 ; Modern FR 11 @ Cockatrice ; 25657 ; Tue May 05 2020
MO ; All 2018 Decks ; 163 ; MTGO Modern Challenge ; 20843 ; Sun Dec 30 2018
MO ; All 2018 Decks ; 163 ; Shizuoka Store Modern @ Shizuoka, Japan ; 21565 ; Sun Dec 30 2018
MO ; All 2018 Decks ; 163 ; MagicCorp Classic @ MagicCorporation ; 20841 ; Sat Dec 29 2018
MO ; All 2018 Decks ; 163 ; MTGO Competitive Modern League ; 20837 ; Fri Dec 28 2018
MO ; All 2018 Decks ; 163 ; Modern 1Kinda @ Mox Boarding House (Seattle) ; 20915 ; Fri Dec 28 2018
MO ; All 2018 Decks ; 163 ; MTGO Competitive Modern League ; 20828 ; Tue Dec 25 2018
MO ; All 2018 Decks ; 163 ; The Last Sun 2018 ; 20836 ; Mon Dec 24 2018
MO ; All 2018 Decks ; 163 ; MTGO Modern Challenge ; 20816 ; Sun Dec 23 2018
MO ; All 2018 Decks ; 163 ; Win box topper @ carta'jeu Lyon, france ; 20835 ; Sun Dec 23 2018
MO ; All 2018 Decks ; 163 ; Big Modern Defcon 2.0 ; 20850 ; Sun Dec 23 2018
LE ; All 2018 Decks ; 164 ; MTGO Competitive Legacy League ; 20833 ; Sat Dec 29 2018
LE ; All 2018 Decks ; 164 ; MTGO Legacy Challenge ; 20819 ; Mon Dec 24 2018
LE ; All 2018 Decks ; 164 ; The Last Sun 2018 ; 20832 ; Mon Dec 24 2018
LE ; All 2018 Decks ; 164 ; Legacy Staples @ Collector Legion ; 20818 ; Sat Dec 22 2018
LE ; All 2018 Decks ; 164 ; MTGO Competitive Legacy League ; 20822 ; Sat Dec 22 2018
LE ; All 2018 Decks ; 164 ; Luga Winterfrost ; 20829 ; Fri Dec 21 2018
LE ; All 2018 Decks ; 164 ; MTGO Legacy Challenge ; 20786 ; Mon Dec 17 2018
LE ; All 2018 Decks ; 164 ; LML Series @ Grimorium, Belo Horizonte ; 20766 ; Sun Dec 16 2018
LE ; All 2018 Decks ; 164 ; Underdog Legacy League 2018#10 @ Game Over, Terni ; 20767 ; Sun Dec 16 2018
LE ; All 2018 Decks ; 164 ; Legacy 3K @ ChannelFireball Game Center ; 20802 ; Sun Dec 16 2018
LE ; All decks ; 16 ; SSL1L - Discord @ Cockatrice ; 25612 ; Wed May 06 2020
LE ; All decks ; 16 ; Weekly game @ Tongmeng (Shanghai, China) ; 25683 ; Tue May 05 2020
LE ; All decks ; 16 ; MTGO Legacy Challenge ; 25543 ; Sun May 03 2020
LE ; All decks ; 16 ; 2� Legacy na Quarentena @ Brasil ; 25665 ; Sun May 03 2020
LE ; All decks ; 16 ; MTGO Legacy Preliminary ; 25472 ; Wed Apr 29 2020
LE ; All decks ; 16 ; Fraido di Notte by Wooded Team ; 25473 ; Fri Apr 24 2020
LE ; All decks ; 16 ; MTGO Legacy Preliminary ; 25355 ; Wed Apr 22 2020
LE ; All decks ; 16 ; COVID Biquette LE6 @ OnLine ; 25462 ; Tue Apr 21 2020
LE ; All decks ; 16 ; Cenagiardino 4 Tappa #2 Online ; 25471 ; Mon Apr 20 2020
LE ; All decks ; 16 ; MTGO Legacy League ; 25298 ; Sat Apr 18 2020
LE ; All 2017 decks ; 143 ; Team Budget's Christmas Legacy (Philippines) ; 17968 ; Sat Dec 30 2017
LE ; All 2017 decks ; 143 ; HK year end legacy part 2 ; 17982 ; Sat Dec 30 2017
LE ; All 2017 decks ; 143 ; Paragon City Games 1K Symposium ; 17984 ; Sat Dec 30 2017
LE ; All 2017 decks ; 143 ; General Games Legacy ; 18003 ; Sat Dec 30 2017
LE ; All 2017 decks ; 143 ; MTGO Competitive Legacy League ; 18007 ; Sat Dec 30 2017
LE ; All 2017 decks ; 143 ; MTGO Competitive Legacy League ; 18006 ; Fri Dec 29 2017
LE ; All 2017 decks ; 143 ; MTGO Competitive Legacy League ; 18146 ; Thu Dec 28 2017
LE ; All 2017 decks ; 143 ; TAV Moxing Day Legacy ; 17955 ; Wed Dec 27 2017
LE ; All 2017 decks ; 143 ; MTGO Competitive Legacy League ; 17969 ; Wed Dec 27 2017
LE ; All 2017 decks ; 143 ; MTGO Competitive Legacy League ; 17956 ; Tue Dec 26 2017
MO ; All 2020 Decks ; 200 ; MTGO Modern Preliminary ; 25700 ; Fri May 15 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern League ; 25728 ; Fri May 15 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern Preliminary ; 25701 ; Thu May 14 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern League ; 25680 ; Tue May 12 2020
MO ; All 2020 Decks ; 200 ; SSLQ1M - Qualifier @ Discord ; 25682 ; Tue May 12 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern Challenge ; 25668 ; Mon May 11 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern Challenge ; 25658 ; Sun May 10 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern Preliminary ; 25656 ; Sat May 09 2020
MO ; All 2020 Decks ; 200 ; MTGO Modern League ; 25591 ; Tue May 05 2020
MO ; All 2020 Decks ; 200 ; Modern FR 11 @ Cockatrice ; 25657 ; Tue May 05 2020
MO ; All Modern Decks ; 44 ; MTGO Modern Preliminary ; 25700 ; Fri May 15 2020
MO ; All Modern Decks ; 44 ; MTGO Modern League ; 25728 ; Fri May 15 2020
MO ; All Modern Decks ; 44 ; MTGO Modern Preliminary ; 25701 ; Thu May 14 2020
MO ; All Modern Decks ; 44 ; MTGO Modern League ; 25680 ; Tue May 12 2020
MO ; All Modern Decks ; 44 ; SSLQ1M - Qualifier @ Discord ; 25682 ; Tue May 12 2020
MO ; All Modern Decks ; 44 ; MTGO Modern Challenge ; 25668 ; Mon May 11 2020
MO ; All Modern Decks ; 44 ; MTGO Modern Challenge ; 25658 ; Sun May 10 2020
MO ; All Modern Decks ; 44 ; MTGO Modern Preliminary ; 25656 ; Sat May 09 2020
MO ; All Modern Decks ; 44 ; MTGO Modern League ; 25591 ; Tue May 05 2020
MO ; All Modern Decks ; 44 ; Modern FR 11 @ Cockatrice ; 25657 ; Tue May 05 2020
ST ; All Standard decks ; 58 ; Secret Lair Ultimate Edition FNM @ Game Corps ; 25720 ; Sat May 16 2020
ST ; All Standard decks ; 58 ; FNM @ The Monkey Planet (Arena) ; 25722 ; Sat May 16 2020
ST ; All Standard decks ; 58 ; 500 Guaranteed Tournament @ Chimera Gaming (Arena) ; 25725 ; Sat May 16 2020
ST ; All Standard decks ; 58 ; Weekly Showdown @ The Lotus Market ; 25726 ; Sat May 16 2020
ST ; All Standard decks ; 58 ; Ikoria Box Tournament @ Adventures in Comics and Games ; 25708 ; Fri May 15 2020
ST ; All Standard decks ; 58 ; Weekly Trial @ The Mythic Society ; 25721 ; Fri May 15 2020
ST ; All Standard decks ; 58 ; FNM league week 2 @ Genesis Comics and Gaming (Arena) ; 25727 ; Fri May 15 2020
ST ; All Standard decks ; 58 ; Event @ Win Condition Games ; 25690 ; Thu May 14 2020
ST ; All Standard decks ; 58 ; MTG Arena For FUN ! @ Draagoons Hobby Shop ; 25705 ; Thu May 14 2020
ST ; All Standard decks ; 58 ; LATAM Magic Series Last Chance Qualifier @ Dima Game ; 25706 ; Thu May 14 2020
MO ; History - All PT & GP ; 92 ; Grand Prix Austin ; 24291 ; Sat Jan 11 2020
MO ; History - All PT & GP ; 92 ; Grand Prix Las Vegas 2019 ; 22894 ; Sat Aug 24 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Birmingham 2019 ; 22824 ; Sun Aug 18 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Minneapolis ; 22752 ; Sat Aug 10 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Dallas ; 22388 ; Sat Jun 29 2019
MO ; History - All PT & GP ; 92 ; Pro Tour London (Mythic Championship II) ; 21752 ; Fri Apr 26 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Yokohama ; 21719 ; Sat Apr 20 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Sao Paulo 2019 ; 21651 ; Sat Apr 13 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Bilbao ; 21377 ; Sat Mar 16 2019
MO ; History - All PT & GP ; 92 ; Grand Prix Tampa ; 21378 ; Sat Mar 16 2019
